"code CNIS";"sigle type formation";"libellé type formation";"libellé formation principal";"sigle formation";durée;"code RNCP";"niveau RNCP";"libellé niveau RNCP";tutelle;"lien site onisep.fr";domaine/sous-domaine
;;"formation d'école spécialisée";"cycle préparatoire CUPGE ESIR";;"2 ans";;0;"non inscrit au RNCP";"non renseigné";http://www.onisep.fr/http/redirection/formation/slug/FOR.7285;"sciences/chimie| électricité - électronique - robotique/électronique| lettres, langues - enseignement/formations généralistes| informatique, internet/informatique (généralités)| matières premières, fabrication, industries/matériaux| sciences/mathématiques| mécanique/mécanique (généralités)| sciences/physique| information-communication, audiovisuel/technologies de l'information"
334;MC;"mention complémentaire";"MC Accueil réception";;"1 an";6926;4;"niveau 4 (bac ou équivalent)";"Ministère chargé de l'Éducation nationale et de Jeunesse";http://www.onisep.fr/http/redirection/formation/slug/FOR.518;"hôtellerie - restauration - tourisme/hôtellerie"
134;"DN MADE";"diplôme national des métiers d'art et du design";"DN MADE mention matériaux";;"3 ans";35518;2;"niveau 6 (bac + 3)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.6006;"arts, culture, artisanat/artisanat d'art"
201;BTS;"brevet de technicien supérieur";"BTS Contrôle industriel et régulation automatique";CIRA;"2 ans";35384;3;"niveau 5 (bac + 2)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.297;"mécanique/automatismes| sciences/chimie| électricité - électronique - robotique/électronique| électricité - électronique - robotique/électrotechnique| matières premières, fabrication, industries/fabrication - productique| matières premières, fabrication, industries/génie industriel| sciences/physique"
320;;"formation d'école spécialisée";"Concepteur en communication visuelle";;"4 ans";;0;"non inscrit au RNCP";"non renseigné";http://www.onisep.fr/http/redirection/formation/slug/FOR.2329;"arts, culture, artisanat/arts graphiques"
233;;"formation d'école spécialisée";"Architecte d'intérieur - designer (LISAA)";;"5 ans";34314;1;"niveau 7 (bac + 5)";"non renseigné";http://www.onisep.fr/http/redirection/formation/slug/FOR.2926;"arts, culture, artisanat/arts appliqués| arts, culture, artisanat/arts graphiques"
200;;"formation d'école spécialisée";"Diplôme de design de l'École de design Nantes Atlantique (espace, graphisme, interactivité, produit)";;"5 ans";9757;1;"niveau 7 (bac + 5)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.2901;"arts, culture, artisanat/arts graphiques"
242;;"formation d'école spécialisée";"Responsable de communication de mode";;"1 an";;0;"non inscrit au RNCP";"non renseigné";http://www.onisep.fr/http/redirection/formation/slug/FOR.3620;"arts, culture, artisanat/arts graphiques"
242;;"formation d'école spécialisée";"Styliste - modéliste (MJM Graphic Design)";;"3 ans";15074;3;"niveau 5 (bac + 2)";"non renseigné";http://www.onisep.fr/http/redirection/formation/slug/FOR.6214;"arts, culture, artisanat/arts graphiques| matières premières, fabrication, industries/textile - habillement"
200;;"formation d'école spécialisée";"Design transport et mobilité";;"5 ans";;0;"non inscrit au RNCP";"non renseigné";http://www.onisep.fr/http/redirection/formation/slug/FOR.2326;"arts, culture, artisanat/arts graphiques"
323;BTS;"brevet de technicien supérieur";"BTS Métiers de l'audiovisuel option techniques d'ingénierie et exploitation des équipements";"BTS TIEE";"2 ans";20698;3;"niveau 5 (bac + 2)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.5812;"information-communication, audiovisuel/audiovisuel"
323;;"formation d'école spécialisée";"Classe préparatoire aux métiers de l'image";;"1 an";;0;"non inscrit au RNCP";"non renseigné";http://www.onisep.fr/http/redirection/formation/slug/FOR.2471;"arts, culture, artisanat/arts graphiques| information-communication, audiovisuel/audiovisuel"
323;;"formation d'école spécialisée";"Réalisateur concepteur 3D et effets spéciaux (ESMA)";;"5 ans";34306;1;"niveau 7 (bac + 5)";"non renseigné";http://www.onisep.fr/http/redirection/formation/slug/FOR.7006;"arts, culture, artisanat/arts graphiques| information-communication, audiovisuel/audiovisuel"
;;"formation d'école spécialisée";"Diplôme de la CinéFabrique";;"3 ans";;0;"non inscrit au RNCP";"non renseigné";http://www.onisep.fr/http/redirection/formation/slug/FOR.6893;"information-communication, audiovisuel/audiovisuel"
255;CAP;"Certificat d'aptitude professionnelle";"CAP Électricien";;"2 ans";30328;5;"niveau 3 (niveau CAP)";"Ministère chargé de l'Éducation nationale et de Jeunesse";http://www.onisep.fr/http/redirection/formation/slug/FOR.1349;"électricité - électronique - robotique/électrotechnique| environnement - énergies - propreté/énergies| construction - architecture - travaux publics/génie civil, construction (généralités)| électricité - électronique - robotique/télécommunications"
323;;"formation d'école spécialisée";"Animateur(trice) musical et scénique";;"2 ans";28717;3;"niveau 5 (bac + 2)";"Ministère chargé de l'Éducation nationale et de Jeunesse";http://www.onisep.fr/http/redirection/formation/slug/FOR.2068;"arts, culture, artisanat/arts du spectacle"
242;;"formation d'école spécialisée";Modéliste;;"3 ans";34517;3;"niveau 5 (bac + 2)";"non renseigné";http://www.onisep.fr/http/redirection/formation/slug/FOR.4041;"matières premières, fabrication, industries/textile - habillement"
134;;"formation d'école spécialisée";"Animation 3D";;"3 ans";;0;"non inscrit au RNCP";"non renseigné";http://www.onisep.fr/http/redirection/formation/slug/FOR.4053;"arts, culture, artisanat/arts graphiques"
321;;"formation d'école spécialisée";"Bachelor design graphique";;"3 ans";;0;"non inscrit au RNCP";"non renseigné";http://www.onisep.fr/http/redirection/formation/slug/FOR.4541;"arts, culture, artisanat/arts graphiques"
200;;"formation d'école spécialisée";"Créateur industriel (ENSCI - Les Ateliers)";;"5 ans";;1;"niveau 7 (bac + 5)";"Ministère de la Culture et de la communication";http://www.onisep.fr/http/redirection/formation/slug/FOR.627;"arts, culture, artisanat/arts graphiques"
323;;"formation d'école spécialisée";"Diplôme de l'École nationale supérieure de la photographie d'Arles";;"3 ans";28290;3;"niveau 5 (bac + 2)";"Ministère de la Culture et de la communication";http://www.onisep.fr/http/redirection/formation/slug/FOR.346;"information-communication, audiovisuel/audiovisuel"
323;;"formation d'école spécialisée";"Diplôme d'études supérieures des techniques du son (DESTS) option sonorisation";;"3 ans";;2;"niveau 6 (bac + 3)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.5548;"information-communication, audiovisuel/audiovisuel"
323;;"formation d'école spécialisée";"Concepteur de jeux vidéo Lead Game designer";;"4 ans";32196;2;"niveau 6 (bac + 3)";"non renseigné";http://www.onisep.fr/http/redirection/formation/slug/FOR.3005;"information-communication, audiovisuel/multimédia"
242;;"formation d'école spécialisée";"Conseil en style et image";;"1 an";;0;"non inscrit au RNCP";"non renseigné";http://www.onisep.fr/http/redirection/formation/slug/FOR.4252;"arts, culture, artisanat/arts graphiques"
312;;"formation d'école spécialisée";"Bachelor marketing du luxe et de l'industrie joaillière";;"1 an";;0;"non inscrit au RNCP";"non renseigné";http://www.onisep.fr/http/redirection/formation/slug/FOR.2542;"arts, culture, artisanat/artisanat d'art| arts, culture, artisanat/commerce de l'art"
320;;"formation d'école spécialisée";"Designer interactif (Gobelins)";;"3 ans";31181;2;"niveau 6 (bac + 3)";"non renseigné";http://www.onisep.fr/http/redirection/formation/slug/FOR.3160;"arts, culture, artisanat/arts graphiques"
200;;"formation d'école spécialisée";"Bachelor design produit";;"3 ans";;0;"non inscrit au RNCP";"non renseigné";http://www.onisep.fr/http/redirection/formation/slug/FOR.3303;"arts, culture, artisanat/arts graphiques"
320;;"formation d'école spécialisée";"Designer graphique (ESAM)";;"5 ans";34911;1;"niveau 7 (bac + 5)";"non renseigné";http://www.onisep.fr/http/redirection/formation/slug/FOR.3954;"arts, culture, artisanat/arts graphiques"
233;;"formation d'école spécialisée";"Architecte d'intérieur designer (ESAM)";;"5 ans";35678;2;"niveau 6 (bac + 3)";"non renseigné";http://www.onisep.fr/http/redirection/formation/slug/FOR.3959;"arts, culture, artisanat/arts appliqués| arts, culture, artisanat/arts graphiques"
200;;"formation d'école spécialisée";"Diplôme de designer 3D - Immersive design";;"2 ans";;1;"niveau 7 (bac + 5)";"non renseigné";http://www.onisep.fr/http/redirection/formation/slug/FOR.3976;"arts, culture, artisanat/arts graphiques"
;;"formation d'école spécialisée";"Architecte d'intérieur - designer d'espace";;"2 ans";34456;1;"niveau 7 (bac + 5)";"non renseigné";http://www.onisep.fr/http/redirection/formation/slug/FOR.7115;"construction - architecture - travaux publics/agencement| arts, culture, artisanat/arts appliqués| arts, culture, artisanat/arts graphiques| construction - architecture - travaux publics/génie civil"
242;;"formation d'école spécialisée";"Styliste designer de modes";;"3 ans";20443;2;"niveau 6 (bac + 3)";"non renseigné";http://www.onisep.fr/http/redirection/formation/slug/FOR.7499;"arts, culture, artisanat/arts graphiques"
323;;"formation d'école spécialisée";"Diplôme des hautes études cinématographiques (DHEC) option production - distribution";;"2 ans";;1;"niveau 7 (bac + 5)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.1820;"information-communication, audiovisuel/audiovisuel| matières premières, fabrication, industries/fonction production (généralités)| commerce, marketing, vente/grande distribution et petits commerces"
323;;"formation d'école spécialisée";"Technicien d'exploitation d'équipements culturels";;"2 ans";34227;4;"niveau 4 (bac ou équivalent)";"non renseigné";http://www.onisep.fr/http/redirection/formation/slug/FOR.2746;"arts, culture, artisanat/arts du spectacle"
323;;"licence professionnelle";"licence pro mention techniques du son et de l'image";;"1 an";30164;2;"niveau 6 (bac + 3)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.4739;"information-communication, audiovisuel/audiovisuel"
132;;"formation d'école spécialisée";"Chef dessinateur(trice) concepteur en cinéma d'animation";;"3 ans";27902;2;"niveau 6 (bac + 3)";"non renseigné";http://www.onisep.fr/http/redirection/formation/slug/FOR.897;"arts, culture, artisanat/arts graphiques"
342;;"formation d'école spécialisée";"Diplôme de muséologie de l'École du Louvre";;"1 an";;0;"non inscrit au RNCP";"Ministère de la Culture et de la communication";http://www.onisep.fr/http/redirection/formation/slug/FOR.1590;"arts, culture, artisanat/activités culturelles| histoire-géographie, psychologie, sociologie/histoire| arts, culture, artisanat/histoire de l'art"
320;;"formation d'école spécialisée";"Graphiste multimédia (École multimédia)";;"2 ans";34570;3;"niveau 5 (bac + 2)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.2794;"arts, culture, artisanat/arts graphiques| information-communication, audiovisuel/multimédia"
233;;"formation d'école spécialisée";"Architecte d'intérieur designer global (CREAD)";;"3 ans";17823;2;"niveau 6 (bac + 3)";"non renseigné";http://www.onisep.fr/http/redirection/formation/slug/FOR.2633;"arts, culture, artisanat/arts appliqués"
242;;"formation d'école spécialisée";"Responsable de stratégie marketing et communication mode";;"3 ans";35675;2;"niveau 6 (bac + 3)";"non renseigné";http://www.onisep.fr/http/redirection/formation/slug/FOR.3781;"arts, culture, artisanat/arts graphiques| information-communication, audiovisuel/communication| commerce, marketing, vente/marketing - vente"
